Country,region,continent,alliance,metric,value
Bulgaria,Eastern Europe,Europe,NATO,merchant_marine_strength_by_country,78
Serbia,Balkans,Europe,Non-NATO,merchant_marine_strength_by_country,0
Syria,Middle East,Asia,Non-NATO,merchant_marine_strength_by_country,24
Ecuador,Latin America,South America,Non-NATO,merchant_marine_strength_by_country,154
Democratic Republic of the Congo,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,24
Cuba,Central America,North America,Non-NATO,merchant_marine_strength_by_country,65
Austria,Central Europe,Europe,Non-NATO,merchant_marine_strength_by_country,1
Sri Lanka,Asia-Pacific,Asia,Non-NATO,merchant_marine_strength_by_country,96
Belarus,Eastern Europe,Europe,Non-NATO,merchant_marine_strength_by_country,4
Slovakia,Eastern Europe,Europe,NATO,merchant_marine_strength_by_country,0
Qatar,Middle East,Asia,Non-NATO,merchant_marine_strength_by_country,123
Sudan,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,14
Croatia,Balkans,Europe,NATO,merchant_marine_strength_by_country,384
Jordan,Middle East,Asia,Non-NATO,merchant_marine_strength_by_country,34
Libya,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,96
Turkmenistan,Asia,Asia,Non-NATO,merchant_marine_strength_by_country,73
Albania,Balkans,Europe,NATO,merchant_marine_strength_by_country,67
Kuwait,Gulf Powers,Asia,Non-NATO,merchant_marine_strength_by_country,176
Bolivia,Latin America,South America,Non-NATO,merchant_marine_strength_by_country,50
Bahrain,Gulf Powers,Asia,Non-NATO,merchant_marine_strength_by_country,184
Oman,Gulf Powers,Asia,Non-NATO,merchant_marine_strength_by_country,57
Kenya,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,26
Chad,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,0
Yemen,Middle East,Asia,Non-NATO,merchant_marine_strength_by_country,30
New Zealand,Asia-Pacific,Oceania,Non-NATO,merchant_marine_strength_by_country,117
Paraguay,Latin America,South America,Non-NATO,merchant_marine_strength_by_country,108
Lithuania,Northern Europe,Europe,NATO,merchant_marine_strength_by_country,59
Mozambique,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,36
Tunisia,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,72
Armenia,Asia,Asia,Non-NATO,merchant_marine_strength_by_country,0
Tanzania,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,381
Cameroon,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,198
Georgia,Asia,Asia,Non-NATO,merchant_marine_strength_by_country,26
Cambodia,Southeast Asia,Asia,Non-NATO,merchant_marine_strength_by_country,195
Slovenia,Balkans,Europe,NATO,merchant_marine_strength_by_country,8
Ireland,Northern Europe,Europe,Non-NATO,merchant_marine_strength_by_country,94
Mongolia,Asia-Pacific,Asia,Non-NATO,merchant_marine_strength_by_country,318
Latvia,Northern Europe,Europe,NATO,merchant_marine_strength_by_country,83
Uruguay,Latin America,South America,Non-NATO,merchant_marine_strength_by_country,58
Honduras,Central America,North America,Non-NATO,merchant_marine_strength_by_country,489
Ivory Coast,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,25
Guatemala,Central America,North America,Non-NATO,merchant_marine_strength_by_country,9
Mali,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,0
Kyrgyzstan,Asia,Asia,Non-NATO,merchant_marine_strength_by_country,0
Laos,Southeast Asia,Asia,Non-NATO,merchant_marine_strength_by_country,1
Estonia,Northern Europe,Europe,NATO,merchant_marine_strength_by_country,72
Tajikistan,Asia,Asia,Non-NATO,merchant_marine_strength_by_country,0
Zambia,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,2
Ghana,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,52
Zimbabwe,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,0
North Macedonia,Balkans,Europe,Non-NATO,merchant_marine_strength_by_country,0
South Sudan,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,0
Uganda,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,0
Lebanon,Middle East,Asia,Non-NATO,merchant_marine_strength_by_country,51
Namibia,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,15
Luxembourg,Western Europe,Europe,NATO,merchant_marine_strength_by_country,147
Afghanistan,Asia,Asia,Non-NATO,merchant_marine_strength_by_country,0
Niger,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,0
Eritrea,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,9
Republic of the Congo,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,11
Botswana,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,0
Mauritania,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,11
Dominican Republic,Central America,North America,Non-NATO,merchant_marine_strength_by_country,40
Senegal,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,36
Nepal,Asia-Pacific,Asia,Non-NATO,merchant_marine_strength_by_country,0
Montenegro,Balkans,Europe,NATO,merchant_marine_strength_by_country,18
El Salvador,Central America,North America,Non-NATO,merchant_marine_strength_by_country,5
Burkina Faso,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,0
Madagascar,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,29
Nicaragua,Central America,North America,Non-NATO,merchant_marine_strength_by_country,5
Bosnia and Herzegovina,Balkans,Europe,Non-NATO,merchant_marine_strength_by_country,0
Gabon,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,87
Moldova,Eastern Europe,Europe,Non-NATO,merchant_marine_strength_by_country,75
Iceland,Scandinavia,Europe,NATO,merchant_marine_strength_by_country,39
Panama,Central America,North America,Non-NATO,merchant_marine_strength_by_country,8174
Beliz,Central America,North America,Non-NATO,merchant_marine_strength_by_country,774
Liberia,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,4821
Suriname,Northern South America,South America,Non-NATO,merchant_marine_strength_by_country,13
Sierra Leone,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,584
Kosovo,Southern Europe,Europe,Non-NATO,merchant_marine_strength_by_country,0
Somalia,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,4
Central African Republic,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,0
Benin,Africa,Africa,Non-NATO,merchant_marine_strength_by_country,6
Bhutan,Asia,Asia,Non-NATO,merchant_marine_strength_by_country,0
United States,Northern America,North America,NATO,railway_coverage,293564
Russia,Eastern Europe,Europe,Non-NATO,railway_coverage,85494
China,Asia-Pacific,Asia,Non-NATO,railway_coverage,150000
India,Asia-Pacific,Asia,Non-NATO,railway_coverage,65554
South Korea,Asia-Pacific,Asia,Non-NATO,railway_coverage,3979
United Kingdom,Northern Europe,Europe,NATO,railway_coverage,16390
France,Western Europe,Europe,NATO,railway_coverage,27860
Japan,Asia-Pacific,Asia,Non-NATO,railway_coverage,27311
Turkiye,Middle East,Asia,NATO,railway_coverage,11497
Italy,Southern Europe,Europe,NATO,railway_coverage,18475
Brazil,Latin America,South America,Non-NATO,railway_coverage,29850
Pakistan,Asia-Pacific,Asia,Non-NATO,railway_coverage,11881
Indonesia,Southeast Asia,Asia,Non-NATO,railway_coverage,8159
Germany,Central Europe,Europe,NATO,railway_coverage,39379
Israel,Middle East,Asia,Non-NATO,railway_coverage,1497
Iran,Middle East,Asia,Non-NATO,railway_coverage,8484
Spain,Southern Europe,Europe,NATO,railway_coverage,15489
Australia,Asia-Pacific,Oceania,Non-NATO,railway_coverage,36064
Egypt,Africa,Africa,Non-NATO,railway_coverage,5085
Ukraine,Eastern Europe,Europe,Non-NATO,railway_coverage,21733
Poland,Eastern Europe,Europe,NATO,railway_coverage,19461
Taiwan,Asia-Pacific,Asia,Non-NATO,railway_coverage,1613
Vietnam,Southeast Asia,Asia,Non-NATO,railway_coverage,2600
Saudi Arabia,Middle East,Asia,Non-NATO,railway_coverage,5410
Thailand,Southeast Asia,Asia,Non-NATO,railway_coverage,4127
Algeria,Africa,Africa,Non-NATO,railway_coverage,4020
Sweden,Scandinavia,Europe,NATO,railway_coverage,10910
Canada,Northern America,North America,NATO,railway_coverage,4942
Singapore,Southeast Asia,Asia,Non-NATO,railway_coverage,0
Greece,Southern Europe,Europe,NATO,railway_coverage,2345
Nigeria,Africa,Africa,Non-NATO,railway_coverage,3798
Mexico,Mexico,North America,Non-NATO,railway_coverage,23389
Argentina,Latin America,South America,Non-NATO,railway_coverage,17866
North Korea,Asia-Pacific,Asia,Non-NATO,railway_coverage,7435
Bangladesh,Asia-Pacific,Asia,Non-NATO,railway_coverage,2460
Netherlands,Western Europe,Europe,NATO,railway_coverage,3055
Myanmar,Southeast Asia,Asia,Non-NATO,railway_coverage,5031
Norway,Scandinavia,Europe,NATO,railway_coverage,3848
Portugal,Southern Europe,Europe,NATO,railway_coverage,3622
South Africa,Africa,Africa,Non-NATO,railway_coverage,20986
Philippines,Southeast Asia,Asia,Non-NATO,railway_coverage,77
Malaysia,Southeast Asia,Asia,Non-NATO,railway_coverage,1851
Iraq,Middle East,Asia,Non-NATO,railway_coverage,2272
Switzerland,Central Europe,Europe,Non-NATO,railway_coverage,5296
Denmark,Scandinavia,Europe,NATO,railway_coverage,2682
Colombia,Latin America,South America,Non-NATO,railway_coverage,2141
Chile,Latin America,South America,Non-NATO,railway_coverage,7282
Finland,Scandinavia,Europe,NATO,railway_coverage,5918
Peru,Latin America,South America,Non-NATO,railway_coverage,1855
Venezuela,Latin America,South America,Non-NATO,railway_coverage,447
Romania,Eastern Europe,Europe,Non-NATO,railway_coverage,10628
Ethiopia,Africa,Africa,Non-NATO,railway_coverage,659
Czechia,Eastern Europe,Europe,NATO,railway_coverage,9548
United Arab Emirates,Middle East,Asia,Non-NATO,railway_coverage,0
Hungary,Eastern Europe,Europe,NATO,railway_coverage,7687
Angola,Africa,Africa,Non-NATO,railway_coverage,2761
Kazakhstan,Asia,Asia,Non-NATO,railway_coverage,16636
Uzbekistan,Asia,Asia,Non-NATO,railway_coverage,4642
Morocco,Africa,Africa,Non-NATO,railway_coverage,2067
Azerbaijan,Asia,Asia,Non-NATO,railway_coverage,2944
Belgium,Western Europe,Europe,NATO,railway_coverage,3602
Bulgaria,Eastern Europe,Europe,NATO,railway_coverage,4029
Serbia,Balkans,Europe,Non-NATO,railway_coverage,3333
Syria,Middle East,Asia,Non-NATO,railway_coverage,2052
Ecuador,Latin America,South America,Non-NATO,railway_coverage,965
Democratic Republic of the Congo,Africa,Africa,Non-NATO,railway_coverage,4007
Cuba,Central America,North America,Non-NATO,railway_coverage,8367
Austria,Central Europe,Europe,Non-NATO,railway_coverage,6123
Sri Lanka,Asia-Pacific,Asia,Non-NATO,railway_coverage,1562
Belarus,Eastern Europe,Europe,Non-NATO,railway_coverage,5528
Slovakia,Eastern Europe,Europe,NATO,railway_coverage,3627
Qatar,Middle East,Asia,Non-NATO,railway_coverage,0
Sudan,Africa,Africa,Non-NATO,railway_coverage,7251
Croatia,Balkans,Europe,NATO,railway_coverage,2617
Jordan,Middle East,Asia,Non-NATO,railway_coverage,509
Libya,Africa,Africa,Non-NATO,railway_coverage,2000
Turkmenistan,Asia,Asia,Non-NATO,railway_coverage,5113
Albania,Balkans,Europe,NATO,railway_coverage,424
Kuwait,Gulf Powers,Asia,Non-NATO,railway_coverage,0
Bolivia,Latin America,South America,Non-NATO,railway_coverage,3690
Bahrain,Gulf Powers,Asia,Non-NATO,railway_coverage,0
Oman,Gulf Powers,Asia,Non-NATO,railway_coverage,0
Kenya,Africa,Africa,Non-NATO,railway_coverage,3819
Chad,Africa,Africa,Non-NATO,railway_coverage,0
Yemen,Middle East,Asia,Non-NATO,railway_coverage,0
New Zealand,Asia-Pacific,Oceania,Non-NATO,railway_coverage,4128
Paraguay,Latin America,South America,Non-NATO,railway_coverage,30
Lithuania,Northern Europe,Europe,NATO,railway_coverage,1911
Mozambique,Africa,Africa,Non-NATO,railway_coverage,4787
Tunisia,Africa,Africa,Non-NATO,railway_coverage,2173
Armenia,Asia,Asia,Non-NATO,railway_coverage,686
Tanzania,Africa,Africa,Non-NATO,railway_coverage,4097
Cameroon,Africa,Africa,Non-NATO,railway_coverage,987
Georgia,Asia,Asia,Non-NATO,railway_coverage,1363
Cambodia,Southeast Asia,Asia,Non-NATO,railway_coverage,642
Slovenia,Balkans,Europe,NATO,railway_coverage,1207
Ireland,Northern Europe,Europe,Non-NATO,railway_coverage,1688
Mongolia,Asia-Pacific,Asia,Non-NATO,railway_coverage,1815
Latvia,Northern Europe,Europe,NATO,railway_coverage,2216
Uruguay,Latin America,South America,Non-NATO,railway_coverage,1673
Honduras,Central America,North America,Non-NATO,railway_coverage,699
Ivory Coast,Africa,Africa,Non-NATO,railway_coverage,660
Guatemala,Central America,North America,Non-NATO,railway_coverage,800
Mali,Africa,Africa,Non-NATO,railway_coverage,593
Kyrgyzstan,Asia,Asia,Non-NATO,railway_coverage,424
Laos,Southeast Asia,Asia,Non-NATO,railway_coverage,422
Estonia,Northern Europe,Europe,NATO,railway_coverage,1441
Tajikistan,Asia,Asia,Non-NATO,railway_coverage,680
Zambia,Africa,Africa,Non-NATO,railway_coverage,3126
Ghana,Africa,Africa,Non-NATO,railway_coverage,947
Zimbabwe,Africa,Africa,Non-NATO,railway_coverage,3427
North Macedonia,Balkans,Europe,Non-NATO,railway_coverage,699
South Sudan,Africa,Africa,Non-NATO,railway_coverage,248
Uganda,Africa,Africa,Non-NATO,railway_coverage,1244
Lebanon,Middle East,Asia,Non-NATO,railway_coverage,401
Namibia,Africa,Africa,Non-NATO,railway_coverage,2628
Luxembourg,Western Europe,Europe,NATO,railway_coverage,271
Afghanistan,Asia,Asia,Non-NATO,railway_coverage,0
Niger,Africa,Africa,Non-NATO,railway_coverage,0
Eritrea,Africa,Africa,Non-NATO,railway_coverage,306
Republic of the Congo,Africa,Africa,Non-NATO,railway_coverage,510
Botswana,Africa,Africa,Non-NATO,railway_coverage,888
Mauritania,Africa,Africa,Non-NATO,railway_coverage,728
Dominican Republic,Central America,North America,Non-NATO,railway_coverage,496
Senegal,Africa,Africa,Non-NATO,railway_coverage,906
Nepal,Asia-Pacific,Asia,Non-NATO,railway_coverage,59
Montenegro,Balkans,Europe,NATO,railway_coverage,250
El Salvador,Central America,North America,Non-NATO,railway_coverage,13
Burkina Faso,Africa,Africa,Non-NATO,railway_coverage,622
Madagascar,Africa,Africa,Non-NATO,railway_coverage,836
Nicaragua,Central America,North America,Non-NATO,railway_coverage,0
Bosnia and Herzegovina,Balkans,Europe,Non-NATO,railway_coverage,965
Gabon,Africa,Africa,Non-NATO,railway_coverage,649
Moldova,Eastern Europe,Europe,Non-NATO,railway_coverage,1171
Iceland,Scandinavia,Europe,NATO,railway_coverage,0
Panama,Central America,North America,Non-NATO,railway_coverage,77
Beliz,Central America,North America,Non-NATO,railway_coverage,0
Liberia,Africa,Africa,Non-NATO,railway_coverage,429
Suriname,Northern South America,South America,Non-NATO,railway_coverage,0
Sierra Leone,Africa,Africa,Non-NATO,railway_coverage,0
Kosovo,Southern Europe,Europe,Non-NATO,railway_coverage,437
Somalia,Africa,Africa,Non-NATO,railway_coverage,0
Central African Republic,Africa,Africa,Non-NATO,railway_coverage,0
Benin,Africa,Africa,Non-NATO,railway_coverage,438
Bhutan,Asia,Asia,Non-NATO,railway_coverage,0
United States,Northern America,North America,NATO,roadway_coverage,6586610
Russia,Eastern Europe,Europe,Non-NATO,roadway_coverage,1283387
China,Asia-Pacific,Asia,Non-NATO,roadway_coverage,5200000
India,Asia-Pacific,Asia,Non-NATO,roadway_coverage,6371847
South Korea,Asia-Pacific,Asia,Non-NATO,roadway_coverage,100428
United Kingdom,Northern Europe,Europe,NATO,roadway_coverage,394428
France,Western Europe,Europe,NATO,roadway_coverage,1053215
Japan,Asia-Pacific,Asia,Non-NATO,roadway_coverage,1218772
Turkiye,Middle East,Asia,NATO,roadway_coverage,67333
Italy,Southern Europe,Europe,NATO,roadway_coverage,487700
Brazil,Latin America,South America,Non-NATO,roadway_coverage,2000000
Pakistan,Asia-Pacific,Asia,Non-NATO,roadway_coverage,264175
Indonesia,Southeast Asia,Asia,Non-NATO,roadway_coverage,496607
Germany,Central Europe,Europe,NATO,roadway_coverage,830000
Israel,Middle East,Asia,Non-NATO,roadway_coverage,20391
Iran,Middle East,Asia,Non-NATO,roadway_coverage,223485
Spain,Southern Europe,Europe,NATO,roadway_coverage,683175
Australia,Asia-Pacific,Oceania,Non-NATO,roadway_coverage,873573
Egypt,Africa,Africa,Non-NATO,roadway_coverage,65050
Ukraine,Eastern Europe,Europe,Non-NATO,roadway_coverage,169694
Poland,Eastern Europe,Europe,NATO,roadway_coverage,420000
Taiwan,Asia-Pacific,Asia,Non-NATO,roadway_coverage,43206
Vietnam,Southeast Asia,Asia,Non-NATO,roadway_coverage,195468
Saudi Arabia,Middle East,Asia,Non-NATO,roadway_coverage,221372
Thailand,Southeast Asia,Asia,Non-NATO,roadway_coverage,180053
Algeria,Africa,Africa,Non-NATO,roadway_coverage,104000
Sweden,Scandinavia,Europe,NATO,roadway_coverage,573134
Canada,Northern America,North America,NATO,roadway_coverage,1042300
Singapore,Southeast Asia,Asia,Non-NATO,roadway_coverage,3500
Greece,Southern Europe,Europe,NATO,roadway_coverage,117000
Nigeria,Africa,Africa,Non-NATO,roadway_coverage,195000
Mexico,Mexico,North America,Non-NATO,roadway_coverage,704884
Argentina,Latin America,South America,Non-NATO,roadway_coverage,281290
North Korea,Asia-Pacific,Asia,Non-NATO,roadway_coverage,25554
Bangladesh,Asia-Pacific,Asia,Non-NATO,roadway_coverage,369105
Netherlands,Western Europe,Europe,NATO,roadway_coverage,139124
Myanmar,Southeast Asia,Asia,Non-NATO,roadway_coverage,157000
Norway,Scandinavia,Europe,NATO,roadway_coverage,94902
Portugal,Southern Europe,Europe,NATO,roadway_coverage,136635
South Africa,Africa,Africa,Non-NATO,roadway_coverage,750000
